60.3352	224.929
60.8578	183.04
61.3804	116.387
61.903	87.2073
62.4256	68.3695
62.9481	57.0096
63.4706	58.0011
63.993	56.4794
64.5154	70.5984
65.0357	75.7502
65.5581	84.0499
66.0804	119.717
66.6027	140.353
67.125	186.043
67.6472	212.318
68.1673	268.499
68.6895	321.702
69.2117	375.156
69.7338	427.396
70.2559	476.941
70.7759	502.617
71.2979	509.685
71.8199	502.704
72.3419	438.27
72.8639	376.341
73.3837	327.877
73.9056	264.544
74.4275	192.494
74.9493	143.522
75.469	100.907
75.9908	60.0764
76.5125	26.671
77.0342	0.667847
77.5538	-12.5535
78.0755	-31.3517
78.5971	-33.6594
79.1166	-39.6494
79.6382	-37.4984
80.1597	-39.5351
80.6813	-25.1229
81.2006	-14.2766
81.7221	-19.285
82.2435	4.05804
82.7628	17.7518
83.2842	41.093
83.8055	63.2691
84.3247	74.2891
84.846	98.1399
85.3673	116.56
85.8864	134.651
86.4076	157.617
86.9266	184.099
87.4478	205.022
87.9689	222.921
88.4878	247.236
89.0089	274.652
89.5278	310.372
90.0488	323.009
90.5698	368.495
91.0886	428.707
91.6095	484.631
92.1282	521.609
92.6491	571.422
93.1678	633.58
93.6886	716.861
94.2094	788.816
94.728	870.346
95.2487	954.729
95.7672	1059.56
96.2879	1156.15
96.8064	1269.08
97.327	1369.36
97.8454	1474.54
98.366	1588.48
98.8843	1699.06
99.4048	1799.9
99.9231	1922.75
100.444	2013.11
100.962	2089.28
101.482	2200.31
102	2297.6
102.519	2374.35
103.039	2476.24
103.557	2566.17
104.077	2614.45
104.595	2669.65
105.115	2701.15
105.633	2681.37
106.151	2671.37
106.671	2623.42
107.189	2513.87
107.709	2423.25
108.227	2278.94
108.745	2126.6
109.265	1985.32
109.783	1829.75
110.303	1699.06
110.82	1581.18
111.338	1458.66
111.858	1345.17
112.375	1246.64
112.893	1139.06
113.413	1066
113.93	1002.92
114.448	935.028
114.967	862.059
115.485	809.941
116.002	772.784
116.522	726.983
117.039	687.337
117.557	656.065
118.074	644.687
118.593	614.55
119.111	620.368
119.628	594.459
120.147	593.166
120.664	572.801
121.181	561.675
121.699	548.668
122.218	553.732
122.735	537.162
123.252	525.991
123.769	519.918
124.286	528.18
124.805	493.372
125.322	506.196
125.839	498.146
126.356	507.524
126.872	502.132
127.391	502.827
127.908	491.725
128.425	468.467
128.942	474.85
129.458	472.187
129.975	452.819
130.494	431.088
131.01	417.731
131.527	395.336
132.043	364.675
132.56	359.571
133.076	321.866
133.593	300.757
134.109	292.788
134.628	260.595
135.144	239.62
135.66	233.482
136.177	211.007
136.693	199.196
137.209	184.151
137.725	184.403
138.242	175.245
138.758	152.388
139.274	161.162
139.79	154.822
140.306	152.305
140.822	148.647
141.338	138.823
141.854	128.008
142.37	126.028
142.886	124.84
143.402	111.634
143.918	113.674
144.434	106.253
144.95	98.7994
145.465	87.6765
145.981	88.8205
146.497	71.8235
147.013	83.4042
147.528	57.7843
148.044	59.8016
148.56	59.6613
149.075	61.244
149.591	61.6889
150.106	55.9345
150.622	50.408
151.137	54.1711
