60.3352	135.206
60.8578	105.624
61.3804	85.1441
61.903	74.4549
62.4256	59.6027
62.9481	53.4816
63.4706	43.4223
63.993	45.2216
64.5154	49.3533
65.0357	47.298
65.5581	54.3622
66.0804	58.3127
66.6027	66.4667
67.125	79.873
67.6472	86.0199
68.1673	102.728
68.6895	118.751
69.2117	132.204
69.7338	159.677
70.2559	171.638
70.7759	179.65
71.2979	184.289
71.8199	173.599
72.3419	163.028
72.8639	153.14
73.3837	130.876
73.9056	105.874
74.4275	76.6355
74.9493	57.0869
75.469	49.7267
75.9908	22.6977
76.5125	18.7205
77.0342	10.6646
77.5538	3.83017
78.0755	1.3761
78.5971	-0.310333
79.1166	-7.98697
79.6382	-3.09109
80.1597	-4.90408
80.6813	-0.752625
81.2006	-4.59656
81.7221	5.25635
82.2435	5.88068
82.7628	7.80783
83.2842	16.8555
83.8055	16.8237
84.3247	20.9225
84.846	32.4402
85.3673	43.0808
85.8864	47.7177
86.4076	55.1115
86.9266	59.2509
87.4478	68.7805
87.9689	68.5876
88.4878	74.5768
89.0089	73.739
89.5278	76.6819
90.0488	80.854
90.5698	87.1729
91.0886	94.3642
91.6095	113.63
92.1282	124.468
92.6491	135.72
93.1678	145.59
93.6886	167.358
94.2094	180.807
94.728	202.708
95.2487	216.218
95.7672	249.553
96.2879	276.519
96.8064	290.269
97.327	317.443
97.8454	345.007
98.366	379.354
98.8843	412.227
99.4048	448.056
99.9231	481.073
100.444	503.888
100.962	530.068
101.482	570.986
102	607.473
102.519	628.045
103.039	663.198
103.557	692.087
104.077	716.779
104.595	743.431
105.115	760.506
105.633	772.729
106.151	774.453
106.671	763.968
107.189	747.893
107.709	732.135
108.227	691.789
108.745	661.539
109.265	622.713
109.783	581.096
110.303	561.275
110.82	524.71
111.338	493.046
111.858	457.316
112.375	428.561
112.893	402.482
113.413	387.296
113.93	367.944
114.448	337.64
114.967	326.214
115.485	304.947
116.002	291.463
116.522	284.902
117.039	273.248
117.557	264.703
118.074	264.465
118.593	261.581
119.111	258.202
119.628	258.749
120.147	257.891
120.664	254.401
121.181	253.866
121.699	244.159
122.218	238.34
122.735	237.434
123.252	228.937
123.769	221.872
124.286	208.987
124.805	210.745
125.322	205.118
125.839	203.527
126.356	205.807
126.872	200.663
127.391	190.718
127.908	192.212
128.425	193.567
128.942	178.588
129.458	176.536
129.975	169.422
130.494	165.635
131.01	151.589
131.527	157.852
132.043	139.443
132.56	128.032
133.076	116.53
133.593	107.884
134.109	101.232
134.628	94.3473
135.144	95.0564
135.66	87.8954
136.177	77.672
136.693	80.9275
137.209	68.7091
137.725	63.5642
138.242	76.2672
138.758	66.6558
139.274	55.4212
139.79	65.9573
140.306	60.1731
140.822	55.7597
141.338	53.1509
141.854	53.8201
142.37	52.7912
142.886	54.7375
143.402	46.4224
143.918	53.2174
144.434	54.4586
144.95	45.4619
145.465	49.2334
145.981	46.7633
146.497	44.6686
147.013	40.4367
147.528	45.2606
148.044	45.8376
148.56	43.5838
149.075	43.0327
149.591	38.3192
150.106	44.6815
150.622	45.9249
151.137	39.1377
151.653	38.4926
152.168	37.4311
152.684	41.6893
